260419-280095628882547,2026-04-21 19:50:07,0.03,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260419-280095628882547,2026-04-21 19:46:38,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260413-397158684292156,2026-04-21 19:30:07,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260419-058930009640762,2026-04-21 19:15:06,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-576528084593318,2026-04-21 19:10:07,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-576528084593318,2026-04-21 19:05:47,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-410045704522983,2026-04-21 18:25:10,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-410045704522983,2026-04-21 18:23:16,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-050520419962207,2026-04-21 18:10:09,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-586216978731055,2026-04-21 18:00:09,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260419-572239440160811,2026-04-21 17:55:07,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-063218665092797,2026-04-21 17:55:07,0.02,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260419-403460657482140,2026-04-21 17:50:50,0,-2.00,其他,商家小额打款：小额补偿扣款(260419-403460657482140)。用于补偿消费者,0040001|售后费用-小额打款
260419-576339351122078,2026-04-21 17:50:09,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260419-403460657482140,2026-04-21 17:50:09,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-063218665092797,2026-04-21 17:49:39,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-604986427003186,2026-04-21 17:20:06,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260415-111453181502687,2026-04-21 17:20:06,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-097444237750170,2026-04-21 17:15:09,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-064760061580286,2026-04-21 17:10:07,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-331140381030667,2026-04-21 17:05:07,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-368605970720437,2026-04-21 17:00:06,0.02,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260411-139292895573634,2026-04-21 17:00:06,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-048024809080967,2026-04-21 17:00:06,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-513215075902256,2026-04-21 17:00:06,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-427777145122336,2026-04-21 17:00:06,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-452659833223496,2026-04-21 17:00:06,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-054242906473639,2026-04-21 17:00:06,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-368605970720437,2026-04-21 16:57:45,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-671025805701077,2026-04-21 16:56:21,0,-2.00,其他,商家小额打款：小额补偿扣款(260418-671025805701077)。用于补偿消费者,0040001|售后费用-小额打款
260416-422597107223279,2026-04-21 16:55:07,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-641351042701742,2026-04-21 16:45:07,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260418-671025805701077,2026-04-21 16:45:07,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260304-101806293422419,2026-04-21 16:20:07,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260414-010255081050133,2026-04-21 16:00:08,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-322583938601430,2026-04-21 16:00:08,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-014407452310503,2026-04-21 15:45:06,0,-0.04,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-309728407132866,2026-04-21 15:45:06,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260410-231745841501405,2026-04-21 15:45:06,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-309728407132866,2026-04-21 15:42:41,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-199460144681559,2026-04-21 15:40:07,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-618072717702344,2026-04-21 15:30:07,0.03,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-618072717702344,2026-04-21 15:27:07,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-486287665581300,2026-04-21 15:20:08,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-197897776713474,2026-04-21 15:20:08,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-252182587742627,2026-04-21 15:20:08,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-410916012422807,2026-04-21 15:20:08,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-243322140990560,2026-04-21 15:20:08,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-181886052644007,2026-04-21 15:10:04,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-328969808170966,2026-04-21 15:10:04,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-567468398183257,2026-04-21 15:10:04,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260413-646017268081713,2026-04-21 15:10:04,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260411-100222901830496,2026-04-21 15:10:04,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-427756163470823,2026-04-21 15:10:04,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-163305296261778,2026-04-21 15:10:04,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-052774889790731,2026-04-21 15:10:04,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-253765895713214,2026-04-21 15:10:04,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-045487286560314,2026-04-21 15:10:04,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-159949853020922,2026-04-21 15:10:04,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-518206308742132,2026-04-21 15:05:05,0.03,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260418-445393211680851,2026-04-21 15:05:05,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-159949853020922,2026-04-21 15:04:26,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-518206308742132,2026-04-21 15:00:49,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-334181209613401,2026-04-21 15:00:07,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260415-666307151421733,2026-04-21 14:55:07,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260416-287037201923224,2026-04-21 14:50:05,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-129583071592084,2026-04-21 14:40:08,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260412-158104369470656,2026-04-21 14:15:06,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-009531615651937,2026-04-21 14:00:07,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-553690088983759,2026-04-21 13:35:05,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260417-553690088983759,2026-04-21 13:35:05,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-436186704160154,2026-04-21 13:35:05,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260417-092799035783081,2026-04-21 13:30:05,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260412-543246272050654,2026-04-21 13:30:05,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-436186704160154,2026-04-21 13:30:05,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-250714581371523,2026-04-21 13:25:07,0.02,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-250714581371523,2026-04-21 13:21:38,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260413-574787469751664,2026-04-21 13:15:05,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-210417774101845,2026-04-21 13:10:07,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-339780616570532,2026-04-21 12:50:05,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-030450685543047,2026-04-21 12:50:05,0,-0.04,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-311531989400978,2026-04-21 12:50:05,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-067161321003467,2026-04-21 12:50:05,0,-0.04,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-358791319882781,2026-04-21 12:45:05,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-251280822661394,2026-04-21 12:45:05,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-535801424221511,2026-04-21 12:45:05,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260416-480971343500684,2026-04-21 12:45:05,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-044679903651739,2026-04-21 12:45:05,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-435012299061260,2026-04-21 12:35:07,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260419-441555371653414,2026-04-21 12:25:06,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-682979499603842,2026-04-21 11:40:07,0.03,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-682979499603842,2026-04-21 11:38:50,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-027609013763462,2026-04-21 11:35:04,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-034875655781383,2026-04-21 11:35:04,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260419-168652992143052,2026-04-21 11:20:03,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-388665229731373,2026-04-21 11:15:07,0.02,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-388665229731373,2026-04-21 11:13:48,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260416-473211891311724,2026-04-21 11:05:06,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260416-473211891311724,2026-04-21 11:00:08,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-391622192760967,2026-04-21 10:55:08,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-604902551193618,2026-04-21 10:45:07,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-111337849261595,2026-04-21 10:40:08,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-445990868550379,2026-04-21 10:15:06,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-610575357562252,2026-04-21 10:15:06,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-480688238080347,2026-04-21 10:15:06,0,-0.04,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-615650476363574,2026-04-21 10:15:06,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-353191872150796,2026-04-21 10:15:06,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260420-409259262302655,2026-04-21 10:10:07,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-196733909373353,2026-04-21 09:55:08,0.02,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-196733909373353,2026-04-21 09:52:57,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260412-244779651401154,2026-04-21 09:50:08,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-145961849141907,2026-04-21 09:40:08,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-053603285302338,2026-04-21 09:25:07,0.02,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-053603285302338,2026-04-21 09:21:16,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260419-343870021192814,2026-04-21 09:00:06,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260419-343870021192814,2026-04-21 08:58:39,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-579568954902492,2026-04-21 08:55:03,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-343094137153641,2026-04-21 08:55:03,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-447668621673534,2026-04-21 08:55:03,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-176748008973394,2026-04-21 08:55:03,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-595559718433197,2026-04-21 08:55:03,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-538590636462155,2026-04-21 08:55:03,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260411-613385562463575,2026-04-21 08:55:03,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260412-111201512962190,2026-04-21 08:55:03,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-409909399940873,2026-04-21 08:50:03,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-336771223931103,2026-04-21 08:50:03,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-344436314441159,2026-04-21 08:50:03,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260410-583029255711732,2026-04-21 08:50:03,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260420-355194641991146,2026-04-21 08:34:59,0.02,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-302168153692217,2026-04-21 08:34:59,0.02,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-302168153692217,2026-04-21 08:34:07,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260414-295551691153805,2026-04-21 08:29:59,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260420-355194641991146,2026-04-21 08:29:55,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260419-426393024882797,2026-04-21 08:24:58,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-622906632573272,2026-04-21 07:59:51,0.03,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-622906632573272,2026-04-21 07:58:49,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-524057351722647,2026-04-21 06:49:41,0,-0.04,技术服务费,-,0030002|技术服务费-基础技术服务费
260416-431279347320116,2026-04-21 06:49:41,0.00,0,技术服务费,-,0030002|技术服务费-基础技术服务费
260415-169040965240116,2026-04-21 06:49:41,0.00,0,技术服务费,-,0030002|技术服务费-基础技术服务费
260417-219456499241659,2026-04-21 06:44:42,0,-0.03,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-061446592011300,2026-04-21 06:09:39,0.02,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-061446592011300,2026-04-21 06:07:21,0,-0.02,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-241843596822966,2026-04-21 05:49:36,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260418-595287119443867,2026-04-21 01:29:38,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-452963920303804,2026-04-21 00:39:41,0.04,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-452963920303804,2026-04-21 00:35:24,0,-0.04,技术服务费,-,0030002|技术服务费-基础技术服务费
260421-623158290850642,2026-04-21 00:19:44,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260421-623158290850642,2026-04-21 00:18:43,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费
260420-630320085410393,2026-04-21 00:14:45,0.01,0,技术服务费,基础技术服务费返还,0030002|技术服务费-基础技术服务费
260420-630320085410393,2026-04-21 00:12:26,0,-0.01,技术服务费,-,0030002|技术服务费-基础技术服务费

#支出合计：142笔-8.52元
#收入合计：33笔0.62元
#总计：-7.90元
#导出时间：2026-04-22 08:59:47
